uid,datetime,latitude,longitude,date,time,day_of_week,month,year
5542,2019-04-10 05:58:07,-1.33216402630475,36.889153628134,2019-04-10,05:58:07,Wednesday,April,2019
5543,2019-04-10 18:19:37,-1.1797692109856899,36.9391521034115,2019-04-10,18:19:37,Wednesday,April,2019
5544,2019-04-10 18:55:07,-1.31021340464528,36.8305260913453,2019-04-10,18:55:07,Wednesday,April,2019
5545,2019-04-10 21:24:07,-1.23374626121378,36.8731383538059,2019-04-10,21:24:07,Wednesday,April,2019
5546,2019-04-11 05:19:07,-1.3275062044608799,36.8522593730032,2019-04-11,05:19:07,Thursday,April,2019
5547,2019-04-11 10:57:37,-1.26662371084323,36.746475403361,2019-04-11,10:57:37,Thursday,April,2019
5548,2019-04-11 11:08:07,-1.21797781086762,36.8962966033757,2019-04-11,11:08:07,Thursday,April,2019
5549,2019-04-11 12:06:07,-1.2204046408610099,36.892909373373605,2019-04-11,12:06:07,Thursday,April,2019
5550,2019-04-11 13:58:07,-1.2037443307379099,36.917527483384,2019-04-11,13:58:07,Thursday,April,2019
5551,2019-04-11 15:49:37,-1.2035702109076398,36.915826103388,2019-04-11,15:49:37,Thursday,April,2019
5552,2019-04-11 16:10:07,-1.25577406071181,36.8787641784253,2019-04-11,16:10:07,Thursday,April,2019
5553,2019-04-11 16:24:37,-1.3554099979878,36.9067780932897,2019-04-11,16:24:37,Thursday,April,2019
5554,2019-04-11 23:54:37,-1.2874485656168602,36.83199894980221,2019-04-11,23:54:37,Thursday,April,2019
5555,2019-04-12 07:11:37,-1.29837096287752,36.7614336418966,2019-04-12,07:11:37,Friday,April,2019
5556,2019-04-12 08:53:37,-1.33210371027724,36.9261807031491,2019-04-12,08:53:37,Friday,April,2019
5557,2019-04-12 16:54:07,-1.3125250110951898,36.923936669987796,2019-04-12,16:54:07,Friday,April,2019
5558,2019-04-12 16:56:37,-1.20160175138436,36.9190524079466,2019-04-12,16:56:37,Friday,April,2019
5559,2019-04-12 17:05:37,-1.18954905096632,36.9199361234049,2019-04-12,17:05:37,Friday,April,2019
5560,2019-04-12 18:42:07,-1.2970143834143,36.875657998600296,2019-04-12,18:42:07,Friday,April,2019
5561,2019-04-12 18:49:07,-1.29191771055097,36.8814576032845,2019-04-12,18:49:07,Friday,April,2019
5562,2019-04-13 08:13:37,-1.32368091045594,36.8443572032554,2019-04-13,08:13:37,Saturday,April,2019
5563,2019-04-13 08:42:37,-1.32377085348256,36.8448302449307,2019-04-13,08:42:37,Saturday,April,2019
5564,2019-04-13 09:10:07,-1.2311885512248,36.6701635402351,2019-04-13,09:10:07,Saturday,April,2019
5565,2019-04-13 10:18:07,-1.25908001094157,36.7780300032778,2019-04-13,10:18:07,Saturday,April,2019
5566,2019-04-13 10:30:37,-1.2608530600478602,36.7166893004757,2019-04-13,10:30:37,Saturday,April,2019
5567,2019-04-13 13:39:07,-1.11720711118115,37.00827840347071,2019-04-13,13:39:07,Saturday,April,2019
5568,2019-04-13 13:39:37,-1.11720711118115,37.00827840347071,2019-04-13,13:39:37,Saturday,April,2019
5569,2019-04-13 14:13:37,-1.2821666106768999,36.819316503317296,2019-04-13,14:13:37,Saturday,April,2019
5571,2019-04-13 17:03:37,-1.24470155700656,36.866803492332004,2019-04-13,17:03:37,Saturday,April,2019
5572,2019-04-13 18:02:37,-1.48313562213472,37.0482844716554,2019-04-13,18:02:37,Saturday,April,2019
5573,2019-04-13 18:20:37,-1.48313562213472,37.0482844716554,2019-04-13,18:20:37,Saturday,April,2019
5574,2019-04-14 08:35:37,-1.2808530089725099,36.82794580542421,2019-04-14,08:35:37,Sunday,April,2019
5575,2019-04-14 09:47:37,-1.2785298454421399,36.7702696999265,2019-04-14,09:47:37,Sunday,April,2019
5576,2019-04-14 21:54:37,-1.32353649834444,36.84444245058421,2019-04-14,21:54:37,Sunday,April,2019
5577,2019-04-14 21:55:07,-1.32353649834444,36.84444245058421,2019-04-14,21:55:07,Sunday,April,2019
5579,2019-04-15 07:06:07,-1.21265393182474,36.9032996088255,2019-04-15,07:06:07,Monday,April,2019
5580,2019-04-15 07:12:37,-1.21906719968389,36.8917852095321,2019-04-15,07:12:37,Monday,April,2019
5581,2019-04-15 07:22:07,-1.2186369542494901,36.8913614321549,2019-04-15,07:22:07,Monday,April,2019
5582,2019-04-15 07:23:37,-1.2105657951967,36.908186329012295,2019-04-15,07:23:37,Monday,April,2019
5583,2019-04-15 07:36:37,-1.2105657951967,36.908186329012295,2019-04-15,07:36:37,Monday,April,2019
5584,2019-04-15 07:48:37,-1.205572510452,36.9174398015152,2019-04-15,07:48:37,Monday,April,2019
5585,2019-04-15 07:59:37,-1.2037443307379099,36.917527483384,2019-04-15,07:59:37,Monday,April,2019
5586,2019-04-15 21:16:37,-1.29071644713845,36.8249841558659,2019-04-15,21:16:37,Monday,April,2019
5587,2019-04-15 22:19:37,-1.27117354387854,36.807263786427896,2019-04-15,22:19:37,Monday,April,2019
5588,2019-04-16 07:31:07,-1.26517680273147,36.804231638986295,2019-04-16,07:31:07,Tuesday,April,2019
5589,2019-04-16 07:59:37,-1.33243423518036,36.8867261616151,2019-04-16,07:59:37,Tuesday,April,2019
5590,2019-04-16 12:56:07,-1.2917295933676798,36.8229846911196,2019-04-16,12:56:07,Tuesday,April,2019
5591,2019-04-16 13:08:37,-1.2917295933676798,36.8229846911196,2019-04-16,13:08:37,Tuesday,April,2019
5592,2019-04-16 14:56:07,-1.29275881127045,36.8422218031572,2019-04-16,14:56:07,Tuesday,April,2019
5593,2019-04-16 14:57:07,-1.29275881127045,36.8422218031572,2019-04-16,14:57:07,Tuesday,April,2019
5594,2019-04-16 18:12:07,-1.29832666059382,36.826756143294,2019-04-16,18:12:07,Tuesday,April,2019
5595,2019-04-16 19:04:37,-1.21906719968389,36.8917852095321,2019-04-16,19:04:37,Tuesday,April,2019
5596,2019-04-16 19:06:07,-1.22572351346483,36.8849485172725,2019-04-16,19:06:07,Tuesday,April,2019
5597,2019-04-16 19:08:37,-1.2186369542494901,36.8913614321549,2019-04-16,19:08:37,Tuesday,April,2019
5598,2019-04-16 19:15:07,-1.21906719968389,36.8917852095321,2019-04-16,19:15:07,Tuesday,April,2019
5599,2019-04-16 19:23:07,-1.2186369542494901,36.8913614321549,2019-04-16,19:23:07,Tuesday,April,2019
5600,2019-04-16 19:29:07,-1.21906719968389,36.8917852095321,2019-04-16,19:29:07,Tuesday,April,2019
5601,2019-04-16 19:38:07,-1.19121851094724,36.928620503400005,2019-04-16,19:38:07,Tuesday,April,2019
5602,2019-04-16 19:38:37,-1.19121851094724,36.928620503400005,2019-04-16,19:38:37,Tuesday,April,2019
5603,2019-04-16 19:45:37,-1.2186369542494901,36.8913614321549,2019-04-16,19:45:37,Tuesday,April,2019
5604,2019-04-16 19:47:37,-1.2186369542494901,36.8913614321549,2019-04-16,19:47:37,Tuesday,April,2019
5605,2019-04-16 19:49:37,-1.2186369542494901,36.8913614321549,2019-04-16,19:49:37,Tuesday,April,2019
5606,2019-04-16 19:50:07,-1.2186369542494901,36.8913614321549,2019-04-16,19:50:07,Tuesday,April,2019
5607,2019-04-16 19:50:07,-1.2200862230999499,36.89128172814689,2019-04-16,19:50:07,Tuesday,April,2019
5608,2019-04-16 20:07:07,-1.2186369542494901,36.8913614321549,2019-04-16,20:07:07,Tuesday,April,2019
5609,2019-04-16 20:08:37,-1.2036702306366598,36.91602600895271,2019-04-16,20:08:37,Tuesday,April,2019
5610,2019-04-16 20:10:37,-1.2324822107708702,36.919544903349205,2019-04-16,20:10:37,Tuesday,April,2019
5611,2019-04-16 20:20:37,-1.22025231086372,36.8914269033742,2019-04-16,20:20:37,Tuesday,April,2019
5612,2019-04-16 20:32:37,-1.2037443307379099,36.917527483384,2019-04-16,20:32:37,Tuesday,April,2019
5613,2019-04-16 20:33:07,-1.22025231086372,36.8914269033742,2019-04-16,20:33:07,Tuesday,April,2019
5614,2019-04-16 20:51:38,-1.27960131067463,36.8298920033173,2019-04-16,20:51:38,Tuesday,April,2019
5615,2019-04-16 21:17:37,-1.2037443307379099,36.917527483384,2019-04-16,21:17:37,Tuesday,April,2019
5616,2019-04-17 05:31:37,-1.23100521084921,36.8778795033504,2019-04-17,05:31:37,Wednesday,April,2019
5617,2019-04-17 05:31:37,-1.21549909291289,36.8351503322735,2019-04-17,05:31:37,Wednesday,April,2019
5618,2019-04-17 05:43:37,-1.23099926512776,36.877874379425,2019-04-17,05:43:37,Wednesday,April,2019
5619,2019-04-17 06:02:37,-1.23374626121378,36.8731383538059,2019-04-17,06:02:37,Wednesday,April,2019
5620,2019-04-17 06:19:07,-1.26744143487214,36.83551840231209,2019-04-17,06:19:07,Wednesday,April,2019
5621,2019-04-17 06:22:37,-1.24478301088143,36.866854236923,2019-04-17,06:22:37,Wednesday,April,2019
5622,2019-04-17 06:26:37,-1.2851692106594401,36.82223840331249,2019-04-17,06:26:37,Wednesday,April,2019
5623,2019-04-17 06:27:37,-1.21549909291289,36.8351503322735,2019-04-17,06:27:37,Wednesday,April,2019
5624,2019-04-17 07:28:37,-1.23374626121378,36.8731383538059,2019-04-17,07:28:37,Wednesday,April,2019
5625,2019-04-17 11:39:07,-1.23100521084921,36.8778795033504,2019-04-17,11:39:07,Wednesday,April,2019
5626,2019-04-17 13:21:07,-1.2642848107128402,36.8537605033293,2019-04-17,13:21:07,Wednesday,April,2019
5627,2019-04-17 19:08:07,-1.27308891073749,36.8046016033339,2019-04-17,19:08:07,Wednesday,April,2019
5628,2019-04-17 19:32:37,-1.23374626121378,36.8731383538059,2019-04-17,19:32:37,Wednesday,April,2019
5629,2019-04-17 19:39:07,-1.23380161279392,36.8731698056836,2019-04-17,19:39:07,Wednesday,April,2019
5630,2019-04-17 19:40:07,-1.23380161279392,36.8731698056836,2019-04-17,19:40:07,Wednesday,April,2019
5631,2019-04-18 06:07:37,-1.26261808449677,36.7185235021257,2019-04-18,06:07:37,Thursday,April,2019
5632,2019-04-18 06:09:07,-1.3196468104826298,36.837973603262796,2019-04-18,06:09:07,Thursday,April,2019
5633,2019-04-18 06:27:07,-1.29288321066935,36.7880683033136,2019-04-18,06:27:07,Thursday,April,2019
5634,2019-04-18 06:39:37,-1.23374626121378,36.8731383538059,2019-04-18,06:39:37,Thursday,April,2019
5635,2019-04-18 06:40:07,-1.23374626121378,36.8731383538059,2019-04-18,06:40:07,Thursday,April,2019
5636,2019-04-18 12:33:37,-1.33112147474108,36.888840791095795,2019-04-18,12:33:37,Thursday,April,2019
5640,2019-04-18 19:01:37,-1.29889108589821,36.7605151217966,2019-04-18,19:01:37,Thursday,April,2019
5641,2019-04-18 19:35:37,-1.29889108589821,36.7605151217966,2019-04-18,19:35:37,Thursday,April,2019
5642,2019-04-18 21:29:37,-1.3657141918232198,36.766668829774794,2019-04-18,21:29:37,Thursday,April,2019
5643,2019-04-19 07:15:37,-1.28643391064896,36.8258268033097,2019-04-19,07:15:37,Friday,April,2019
5644,2019-04-19 13:16:37,-1.10668881122037,37.0152276034822,2019-04-19,13:16:37,Friday,April,2019
5645,2019-04-19 13:34:37,-1.30574451056203,36.8269348366087,2019-04-19,13:34:37,Friday,April,2019
5646,2019-04-19 13:53:37,-1.1438029111130101,36.9674760034492,2019-04-19,13:53:37,Friday,April,2019
5647,2019-04-19 14:09:37,-1.25997519893869,36.8434175352992,2019-04-19,14:09:37,Friday,April,2019
5648,2019-04-19 14:14:07,-1.10668881122037,37.0152276034822,2019-04-19,14:14:07,Friday,April,2019
5649,2019-04-19 15:52:07,-1.11720711118115,37.00827840347071,2019-04-19,15:52:07,Friday,April,2019
5650,2019-04-20 13:39:07,-1.1510081627751598,36.8048367392617,2019-04-20,13:39:07,Saturday,April,2019
5651,2019-04-20 14:08:37,-1.3309044025568701,36.8644741895724,2019-04-20,14:08:37,Saturday,April,2019
5652,2019-04-20 15:04:37,-1.1527935110826,36.959348503440005,2019-04-20,15:04:37,Saturday,April,2019
5654,2019-04-20 19:19:07,-1.27308891073749,36.8046016033339,2019-04-20,19:19:07,Saturday,April,2019
5655,2019-04-21 17:39:37,-1.2778233069516898,36.96900357849071,2019-04-21,17:39:37,Sunday,April,2019
5656,2019-04-21 18:02:37,-1.28465951064999,36.8311991033103,2019-04-21,18:02:37,Sunday,April,2019
5657,2019-04-21 18:13:07,-1.3194036668723998,36.8380324021817,2019-04-21,18:13:07,Sunday,April,2019
5658,2019-04-21 19:32:07,-1.2812910106825801,36.8180267033189,2019-04-21,19:32:07,Sunday,April,2019
5659,2019-04-21 20:34:37,-1.11907251168763,36.6184080035925,2019-04-21,20:34:37,Sunday,April,2019
5660,2019-04-22 02:29:07,-1.11780826117638,37.00895955346989,2019-04-22,02:29:07,Monday,April,2019
5661,2019-04-22 08:38:07,-1.11830296945932,37.0097039117716,2019-04-22,08:38:07,Monday,April,2019
5662,2019-04-22 08:47:07,-1.26744143487214,36.83551840231209,2019-04-22,08:47:07,Monday,April,2019
5663,2019-04-22 10:19:37,-1.28150891067191,36.82537390331621,2019-04-22,10:19:37,Monday,April,2019
5664,2019-04-22 10:23:07,-1.11720711118115,37.00827840347071,2019-04-22,10:23:07,Monday,April,2019
5665,2019-04-22 10:49:37,-1.11720711118115,37.00827840347071,2019-04-22,10:49:37,Monday,April,2019
5666,2019-04-22 10:50:07,-1.11802464119581,37.0098691971455,2019-04-22,10:50:07,Monday,April,2019
5667,2019-04-22 10:52:07,-1.11802464119581,37.0098691971455,2019-04-22,10:52:07,Monday,April,2019
5668,2019-04-22 10:53:37,-1.11830296945932,37.0097039117716,2019-04-22,10:53:37,Monday,April,2019
5669,2019-04-22 10:54:07,-1.11802464119581,37.0098691971455,2019-04-22,10:54:07,Monday,April,2019
5670,2019-04-22 11:13:07,-1.11830296945932,37.0097039117716,2019-04-22,11:13:07,Monday,April,2019
5676,2019-04-22 17:47:07,-1.11907251168763,36.6184080035925,2019-04-22,17:47:07,Monday,April,2019
5677,2019-04-22 19:28:07,-1.28431981066074,36.8241612033129,2019-04-22,19:28:07,Monday,April,2019
5678,2019-04-22 23:14:07,-1.26394084529869,36.8020480040987,2019-04-22,23:14:07,Monday,April,2019
5679,2019-04-23 06:58:07,-1.2693347107688702,36.7937172033423,2019-04-23,06:58:07,Tuesday,April,2019
5680,2019-04-23 07:56:37,-1.31782632826419,36.7774232427875,2019-04-23,07:56:37,Tuesday,April,2019
5681,2019-04-23 07:57:07,-1.31782632826419,36.7774232427875,2019-04-23,07:57:07,Tuesday,April,2019
5683,2019-04-23 08:07:07,-1.3187323584311101,36.7708489735779,2019-04-23,08:07:07,Tuesday,April,2019
5684,2019-04-23 08:07:37,-1.3187323584311101,36.7708489735779,2019-04-23,08:07:37,Tuesday,April,2019
5685,2019-04-23 12:55:07,-1.29793013415243,36.8292224682651,2019-04-23,12:55:07,Tuesday,April,2019
5686,2019-04-23 17:27:07,-1.26413135590593,36.7435386193729,2019-04-23,17:27:07,Tuesday,April,2019
5687,2019-04-23 18:32:37,-1.3313100104042601,36.857537303241294,2019-04-23,18:32:37,Tuesday,April,2019
5689,2019-04-23 22:13:37,-1.2164315796431202,36.7995842173903,2019-04-23,22:13:37,Tuesday,April,2019
5690,2019-04-24 06:25:07,-1.26032792688475,36.710607479581,2019-04-24,06:25:07,Wednesday,April,2019
5691,2019-04-24 06:25:37,-1.26032792688475,36.710607479581,2019-04-24,06:25:37,Wednesday,April,2019
5692,2019-04-24 06:30:37,-1.3217454795418502,36.8424447037952,2019-04-24,06:30:37,Wednesday,April,2019
5693,2019-04-24 06:32:07,-1.2624413357035802,36.7271194777012,2019-04-24,06:32:07,Wednesday,April,2019
5694,2019-04-24 06:44:37,-1.2625356083061798,36.727072293350794,2019-04-24,06:44:37,Wednesday,April,2019
5695,2019-04-24 07:19:37,-1.26087391546054,36.7167386502027,2019-04-24,07:19:37,Wednesday,April,2019
5696,2019-04-24 07:26:37,-1.2603292718497099,36.77084896994271,2019-04-24,07:26:37,Wednesday,April,2019
5697,2019-04-24 07:38:37,-1.2603292718497099,36.77084896994271,2019-04-24,07:38:37,Wednesday,April,2019
5698,2019-04-24 07:43:37,-1.25936693070694,36.843122763198,2019-04-24,07:43:37,Wednesday,April,2019
5699,2019-04-24 07:44:07,-1.26032854423438,36.7708487699924,2019-04-24,07:44:07,Wednesday,April,2019
5700,2019-04-24 07:44:37,-1.2603292718497099,36.77084896994271,2019-04-24,07:44:37,Wednesday,April,2019
5701,2019-04-24 07:49:07,-1.26744143487214,36.83551840231209,2019-04-24,07:49:07,Wednesday,April,2019
5702,2019-04-24 09:05:37,-1.2892014107318899,36.7531520033296,2019-04-24,09:05:37,Wednesday,April,2019
5703,2019-04-24 10:55:37,-1.26261808449677,36.7185235021257,2019-04-24,10:55:37,Wednesday,April,2019
5704,2019-04-25 07:20:37,-1.29684124520002,36.8643486297074,2019-04-25,07:20:37,Thursday,April,2019
5705,2019-04-25 07:49:07,-1.25997519893869,36.8434175352992,2019-04-25,07:49:07,Thursday,April,2019
5706,2019-04-25 15:34:07,-1.27117354387854,36.807263786427896,2019-04-25,15:34:07,Thursday,April,2019
5707,2019-04-25 18:25:07,-1.2812910106825801,36.8180267033189,2019-04-25,18:25:07,Thursday,April,2019
5708,2019-04-25 20:59:07,-1.2494604107743998,36.8582223033471,2019-04-25,20:59:07,Thursday,April,2019
5709,2019-04-25 21:13:37,-1.2969230107011398,36.7498610033207,2019-04-25,21:13:37,Thursday,April,2019
5710,2019-04-26 07:56:08,-1.2847750607315702,36.77646785332129,2019-04-26,07:56:08,Friday,April,2019
5711,2019-04-26 08:01:07,-1.2590034480024899,36.8426756793888,2019-04-26,08:01:07,Friday,April,2019
5712,2019-04-26 10:45:07,-1.28221181066103,36.8312781033134,2019-04-26,10:45:07,Friday,April,2019
5713,2019-04-26 14:35:07,-1.26433113609309,36.7469843524426,2019-04-26,14:35:07,Friday,April,2019
5714,2019-04-26 17:56:37,-1.26394084529869,36.8020480040987,2019-04-26,17:56:37,Friday,April,2019
5715,2019-04-26 21:05:37,-1.30888281071787,36.695711403322704,2019-04-26,21:05:37,Friday,April,2019
5716,2019-04-27 09:02:07,-1.2063505819498102,36.9141505355939,2019-04-27,09:02:07,Saturday,April,2019
5717,2019-04-27 09:06:37,-1.14924411109529,36.9620097034438,2019-04-27,09:06:37,Saturday,April,2019
5718,2019-04-27 13:01:08,-1.25198220374036,36.85991878909911,2019-04-27,13:01:08,Saturday,April,2019
5719,2019-04-27 13:01:09,-1.25198220374036,36.85991878909911,2019-04-27,13:01:09,Saturday,April,2019
5720,2019-04-27 13:39:07,-1.23099926512786,36.877874379425,2019-04-27,13:39:07,Saturday,April,2019
5721,2019-04-27 13:46:07,-1.2521874020910702,36.8593670969785,2019-04-27,13:46:07,Saturday,April,2019
5722,2019-04-27 13:54:37,-1.2562189748168,36.8552681770652,2019-04-27,13:54:37,Saturday,April,2019
5723,2019-04-27 14:22:07,-1.3196468104826298,36.837973603262704,2019-04-27,14:22:07,Saturday,April,2019
5724,2019-04-27 16:26:38,-1.28508661065043,36.8293699033103,2019-04-27,16:26:38,Saturday,April,2019
5725,2019-04-27 17:14:37,-1.26744143487214,36.83551840231209,2019-04-27,17:14:37,Saturday,April,2019
5726,2019-04-27 17:22:37,-1.25936693070694,36.843122763198,2019-04-27,17:22:37,Saturday,April,2019
5727,2019-04-27 17:39:37,-1.2969679606938702,36.8756516282502,2019-04-27,17:39:37,Saturday,April,2019
5728,2019-04-27 19:21:37,-1.26152101089356,36.7257780033741,2019-04-27,19:21:37,Saturday,April,2019
5729,2019-04-27 20:17:37,-1.3276933155463602,36.6912267328798,2019-04-27,20:17:37,Saturday,April,2019
5730,2019-04-27 20:19:37,-1.2998171182300902,36.7903358049659,2019-04-27,20:19:37,Saturday,April,2019
5732,2019-04-29 05:44:07,-1.42015397803976,36.9540057070732,2019-04-29,05:44:07,Monday,April,2019
5733,2019-04-29 05:45:07,-1.4173192989781498,36.9521932923695,2019-04-29,05:45:07,Monday,April,2019
5734,2019-04-29 06:27:07,-1.25936693070694,36.843122763198,2019-04-29,06:27:07,Monday,April,2019
5736,2019-04-29 08:02:37,-1.28405037501262,36.8220946030483,2019-04-29,08:02:37,Monday,April,2019
5737,2019-04-29 10:06:07,-1.205572510452,36.9174398015152,2019-04-29,10:06:07,Monday,April,2019
5738,2019-04-29 11:01:07,-1.25017025410471,36.846600504415996,2019-04-29,11:01:07,Monday,April,2019
5739,2019-04-29 11:12:07,-1.25017025410471,36.846600504415996,2019-04-29,11:12:07,Monday,April,2019
5740,2019-04-29 12:31:07,-1.36455300990085,36.9112560029711,2019-04-29,12:31:07,Monday,April,2019
5741,2019-04-29 23:55:07,-1.2685137619317,36.8839564533881,2019-04-29,23:55:07,Monday,April,2019
5742,2019-04-30 02:18:07,-1.2081708108724198,36.9266212033786,2019-04-30,02:18:07,Tuesday,April,2019
5743,2019-04-30 06:17:07,-1.2186369542494901,36.8913614321549,2019-04-30,06:17:07,Tuesday,April,2019
5744,2019-04-30 09:45:37,-1.26048180528277,36.7840971269924,2019-04-30,09:45:37,Tuesday,April,2019
5745,2019-04-30 10:38:07,-1.27493381149678,36.8234167409223,2019-04-30,10:38:07,Tuesday,April,2019
5746,2019-04-30 11:25:37,-1.11720711118115,37.00827840347071,2019-04-30,11:25:37,Tuesday,April,2019
5748,2019-05-01 03:46:37,-1.33139815369328,36.8885547604,2019-05-01,03:46:37,Wednesday,May,2019
5749,2019-05-01 04:10:37,-1.1672840111931202,36.825383003464395,2019-05-01,04:10:37,Wednesday,May,2019
5750,2019-05-01 04:30:07,-1.3285224027756002,36.880780019064396,2019-05-01,04:30:07,Wednesday,May,2019
5751,2019-05-01 05:53:07,-1.29946055997662,36.793464980777394,2019-05-01,05:53:07,Wednesday,May,2019
5752,2019-05-01 06:37:07,-1.33139815369328,36.8885547604,2019-05-01,06:37:07,Wednesday,May,2019
5753,2019-05-01 07:01:37,-1.24479261558771,36.8676989548545,2019-05-01,07:01:37,Wednesday,May,2019
5754,2019-05-01 07:41:37,-1.3285224027756002,36.880780019064396,2019-05-01,07:41:37,Wednesday,May,2019
5755,2019-05-01 08:45:07,-1.3285224027756002,36.880780019064396,2019-05-01,08:45:07,Wednesday,May,2019
5756,2019-05-01 09:51:07,-1.3285224027756002,36.880780019064396,2019-05-01,09:51:07,Wednesday,May,2019
5757,2019-05-01 09:52:07,-1.3285224027756002,36.880780019064396,2019-05-01,09:52:07,Wednesday,May,2019
5758,2019-05-01 10:49:37,-1.4597000096311599,37.0077700030255,2019-05-01,10:49:37,Wednesday,May,2019
5759,2019-05-01 15:48:07,-1.28465951064999,36.8311991033103,2019-05-01,15:48:07,Wednesday,May,2019
5760,2019-05-01 20:00:07,-1.2851692106594401,36.82223840331249,2019-05-01,20:00:07,Wednesday,May,2019
5761,2019-05-01 20:13:37,-1.28221181066103,36.8312781033134,2019-05-01,20:13:37,Wednesday,May,2019
5762,2019-05-01 20:55:07,-1.28636916255629,36.7985498899951,2019-05-01,20:55:07,Wednesday,May,2019
5763,2019-05-01 22:33:37,-1.21906719968389,36.8917852095321,2019-05-01,22:33:37,Wednesday,May,2019
5764,2019-05-01 22:37:37,-1.2186369542494901,36.8913614321549,2019-05-01,22:37:37,Wednesday,May,2019
5765,2019-05-01 23:18:07,-1.2159657554990801,36.90111030185079,2019-05-01,23:18:07,Wednesday,May,2019
5766,2019-05-02 09:17:37,-1.2485875107603202,36.87190890334379,2019-05-02,09:17:37,Thursday,May,2019
5767,2019-05-02 10:22:07,-1.27784485160221,36.814079834594004,2019-05-02,10:22:07,Thursday,May,2019
5768,2019-05-02 10:47:07,-1.27523802536186,36.812727434989704,2019-05-02,10:47:07,Thursday,May,2019
5769,2019-05-02 12:12:37,-1.2698303107485702,36.8074321033372,2019-05-02,12:12:37,Thursday,May,2019
5770,2019-05-02 13:51:07,-1.2310315443989899,36.8775973348898,2019-05-02,13:51:07,Thursday,May,2019
5771,2019-05-02 15:18:38,-1.27107606669398,36.8073751077258,2019-05-02,15:18:38,Thursday,May,2019
5772,2019-05-02 17:46:07,-1.32682121043067,36.8528223032486,2019-05-02,17:46:07,Thursday,May,2019
5773,2019-05-02 18:36:37,-1.23100521084921,36.8778795033504,2019-05-02,18:36:37,Thursday,May,2019
5774,2019-05-02 19:01:37,-1.29758831053682,36.87267070328,2019-05-02,19:01:37,Thursday,May,2019
5775,2019-05-02 19:02:07,-1.29758831053682,36.87267070328,2019-05-02,19:02:07,Thursday,May,2019
5776,2019-05-02 20:24:07,-1.32353649834444,36.84444245058421,2019-05-02,20:24:07,Thursday,May,2019
5777,2019-05-02 21:14:07,-1.2343283460646899,36.8030501935591,2019-05-02,21:14:07,Thursday,May,2019
5778,2019-05-02 21:59:37,-1.2639746404689098,36.7582238391425,2019-05-02,21:59:37,Thursday,May,2019
5779,2019-05-02 22:49:07,-1.19121851094724,36.928620503400005,2019-05-02,22:49:07,Thursday,May,2019
5780,2019-05-02 22:53:37,-1.24014101096496,36.745458003389295,2019-05-02,22:53:37,Thursday,May,2019
5781,2019-05-03 07:45:37,-1.25577406071181,36.8787641784253,2019-05-03,07:45:37,Friday,May,2019
5782,2019-05-03 10:57:37,-1.3560883402256398,36.9084173031925,2019-05-03,10:57:37,Friday,May,2019
5783,2019-05-03 11:50:07,-1.32500330935852,36.847435278904,2019-05-03,11:50:07,Friday,May,2019
5784,2019-05-03 15:46:07,-1.41781321435504,36.9529527927857,2019-05-03,15:46:07,Friday,May,2019
5785,2019-05-03 19:14:37,-1.18143901117524,36.9380360033818,2019-05-03,19:14:37,Friday,May,2019
5786,2019-05-04 06:25:07,-1.25943801342062,36.775675510342495,2019-05-04,06:25:07,Saturday,May,2019
5787,2019-05-04 09:35:07,-1.1762802110005701,36.9399912034157,2019-05-04,09:35:07,Saturday,May,2019
5788,2019-05-04 09:36:37,-1.13136671115066,36.982167803460605,2019-05-04,09:36:37,Saturday,May,2019
5789,2019-05-04 09:51:37,-1.26744143487214,36.83551840231209,2019-05-04,09:51:37,Saturday,May,2019
5790,2019-05-04 10:05:37,-1.18143901117524,36.9380360033818,2019-05-04,10:05:37,Saturday,May,2019
5791,2019-05-04 12:45:07,-1.2037443307379099,36.917527483384,2019-05-04,12:45:07,Saturday,May,2019
5792,2019-05-04 13:13:07,-1.205572510452,36.9174398015152,2019-05-04,13:13:07,Saturday,May,2019
5793,2019-05-04 14:14:07,-1.18139204689594,36.9379876750919,2019-05-04,14:14:07,Saturday,May,2019
5794,2019-05-04 16:56:07,-1.21906719968389,36.8917852095321,2019-05-04,16:56:07,Saturday,May,2019
5795,2019-05-04 17:30:07,-1.3143636411267599,36.807905517547496,2019-05-04,17:30:07,Saturday,May,2019
5796,2019-05-04 17:30:37,-1.3143636411267599,36.807905517547496,2019-05-04,17:30:37,Saturday,May,2019
5797,2019-05-05 07:18:37,-1.3276560106387199,36.691223003299996,2019-05-05,07:18:37,Sunday,May,2019
5798,2019-05-05 16:56:37,-1.20361355039397,36.9173289010703,2019-05-05,16:56:37,Sunday,May,2019
5799,2019-05-05 19:40:07,-1.20361355039397,36.9173289010703,2019-05-05,19:40:07,Sunday,May,2019
5800,2019-05-05 20:11:07,-1.20361355039397,36.9173289010703,2019-05-05,20:11:07,Sunday,May,2019
5801,2019-05-05 20:11:37,-1.2037443307379099,36.917527483384,2019-05-05,20:11:37,Sunday,May,2019
5802,2019-05-05 20:12:37,-1.2037443307379099,36.917527483384,2019-05-05,20:12:37,Sunday,May,2019
5803,2019-05-06 05:58:07,-1.2960957583149,36.8853654378624,2019-05-06,05:58:07,Monday,May,2019
5804,2019-05-06 06:15:07,-1.1407152115663999,36.634694603559296,2019-05-06,06:15:07,Monday,May,2019
